config,wl0,wl1,wl2,wl3,wl4,wl5,wl6,wl7,ipc0,ipc1,ipc2,ipc3,ipc4,ipc5,ipc6,ipc7,nrh
Baseline,502.gcc,502.gcc,502.gcc,502.gcc,502.gcc,502.gcc,502.gcc,502.gcc,2.7042700098943833,2.703978103401637,2.70412346378746,2.7042741052233055,2.703990386773377,2.704309501083022,2.704264744489709,2.7040193408768984,0
Baseline,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,0.294526064620126,0.29455094536067006,0.2943951612551851,0.29447002721515547,0.294347431978781,0.2933586350853501,0.2936374151572862,0.2938136881568462,0
Baseline,wc_map0,wc_map0,wc_map0,wc_map0,wc_map0,wc_map0,wc_map0,wc_map0,2.1947182087166484,2.17162528345139,2.209952174866974,2.171652447699877,2.139538657270041,2.166111463417107,2.1378685792324026,2.139028465249643,0
Baseline,523.xalancbmk,523.xalancbmk,523.xalancbmk,523.xalancbmk,523.xalancbmk,523.xalancbmk,523.xalancbmk,523.xalancbmk,2.2238593780772655,2.2236884729860096,2.2235007845844867,2.2235553671957096,2.223361966974537,2.223267058928049,2.223343775637933,2.223267058928049,0
Baseline,464.h264ref,464.h264ref,464.h264ref,464.h264ref,464.h264ref,464.h264ref,464.h264ref,464.h264ref,2.827424525012472,2.827356095208615,2.827467695050597,2.827500952867821,2.8274485082042378,2.8275546786868655,2.8275361302566724,2.827572907553635,0
Baseline,ycsb_abgsave,ycsb_abgsave,ycsb_abgsave,ycsb_abgsave,ycsb_abgsave,ycsb_abgsave,ycsb_abgsave,ycsb_abgsave,2.0329262493388924,2.032941954058927,2.032895005933207,2.0265929527256663,2.0266798622441375,2.032919967518818,2.0329574937049473,2.032989730962271,0
Baseline,505.mcf,505.mcf,505.mcf,505.mcf,505.mcf,505.mcf,505.mcf,505.mcf,0.8047562510809888,0.772227844898964,0.7565322703227794,0.7852645176091799,0.743633751453804,0.7565785412052042,0.7721777797874991,0.7494440848611725,0
Baseline,bfs_ny,bfs_ny,bfs_ny,bfs_ny,bfs_ny,bfs_ny,bfs_ny,bfs_ny,0.035833589760890565,0.03588830028950144,0.0359346317942645,0.03541174135379699,0.03426123084209102,0.030567997634046766,0.00919128991881487,0.002834256404143463,0
Baseline,444.namd,444.namd,444.namd,444.namd,444.namd,444.namd,444.namd,444.namd,3.6559579757867366,3.6559045124536924,3.6558617429130753,3.655813628376016,3.6559152049952086,3.6559258975992703,3.6558243203859146,3.6567440672618576,0
Baseline,tpch17,tpch17,tpch17,tpch17,tpch17,tpch17,tpch17,tpch17,0.651268864523676,0.6405983290889423,0.6402650061982774,0.6406062246323138,0.6506195941481816,0.6401965208699328,0.642282258029087,0.6410138726683889,0
Baseline,437.leslie3d,437.leslie3d,437.leslie3d,437.leslie3d,437.leslie3d,437.leslie3d,437.leslie3d,437.leslie3d,0.21305606909643535,0.2131940256484693,0.21313799662218902,0.21307667582930465,0.21313812927146394,0.2130539883067449,0.21314092039586477,0.21305691522323875,0
Baseline,tpch2,tpch2,tpch2,tpch2,tpch2,tpch2,tpch2,tpch2,0.6497093057629969,0.6611677433607056,0.6500557149752191,0.649868451028669,0.6510590791061001,0.6503005949470083,0.6500521315807443,0.6497089511805576,0
Baseline,429.mcf,429.mcf,429.mcf,429.mcf,429.mcf,429.mcf,429.mcf,429.mcf,0.09590947692206601,0.09576115837171127,0.09568581994287151,0.09549957270435186,0.09526320407833817,0.09477865777065592,0.09363647700800504,0.09117375206583311,0
Baseline,473.astar,473.astar,473.astar,473.astar,473.astar,473.astar,473.astar,473.astar,0.6947366197895448,0.7003519913080155,0.6944581214113356,0.7004388193167914,0.6990793795687285,0.6970073987335376,0.6973762335016475,0.6986998174576857,0
Baseline,ycsb_aserver,ycsb_aserver,ycsb_aserver,ycsb_aserver,ycsb_aserver,ycsb_aserver,ycsb_aserver,ycsb_aserver,1.491771834094684,1.4916743686786569,1.4918943292440112,1.4918145626760528,1.4918973562683708,1.4917756617636178,1.477016297102419,1.4917702318204973,0
Baseline,445.gobmk,445.gobmk,445.gobmk,445.gobmk,445.gobmk,445.gobmk,445.gobmk,445.gobmk,3.3628854741103553,3.362831191792755,3.3628759745782717,3.362894521333665,3.362818526170799,3.3628592374380393,3.362838429333851,3.3628691892310707,0
Baseline,510.parest,510.parest,510.parest,510.parest,510.parest,510.parest,510.parest,510.parest,0.4529721587004265,0.45130551583615713,0.4524050440267017,0.4501937832128213,0.4518859087856725,0.45286093537339334,0.45006209956849846,0.44937270895188364,0
Baseline,538.imagick,538.imagick,538.imagick,538.imagick,538.imagick,538.imagick,538.imagick,538.imagick,3.924515553875514,3.9245032324563325,3.9244909111145194,3.924478589850074,3.9244662686629956,3.9244539475532836,3.9244416265209368,3.924429305565955,0
Baseline,520.omnetpp,520.omnetpp,520.omnetpp,520.omnetpp,520.omnetpp,520.omnetpp,520.omnetpp,520.omnetpp,0.4890136817030289,0.48890262422785896,0.48883971117942004,0.488849786120397,0.48876289146339635,0.4887274142200793,0.4887345417418691,0.48871411516423013,0
Baseline,519.lbm,519.lbm,519.lbm,519.lbm,519.lbm,519.lbm,519.lbm,519.lbm,0.16648879558708793,0.1665272345233818,0.16643232994610255,0.1664387797989578,0.16650051025746374,0.16649540283549397,0.16645642110971037,0.16646604179309762,0
Baseline,h264_encode,h264_encode,h264_encode,h264_encode,h264_encode,h264_encode,h264_encode,h264_encode,2.4267368155388813,2.4269462482857267,2.425536278794633,2.425692311991381,2.4263060490042,2.4226886145457835,2.4218688166661773,2.419774552508672,0
Baseline,435.gromacs,435.gromacs,435.gromacs,435.gromacs,435.gromacs,435.gromacs,435.gromacs,435.gromacs,3.2754564545096745,3.275405387098545,3.275413969745394,3.2754397179558166,3.2754311351740295,3.2754225524372225,3.275465037424153,3.275448300782583,0
Baseline,ycsb_cserver,ycsb_cserver,ycsb_cserver,ycsb_cserver,ycsb_cserver,ycsb_cserver,ycsb_cserver,ycsb_cserver,1.6314960708027528,1.6315114027963453,1.6315009684916049,1.6315303552422409,1.6314987325865247,1.6314974549292303,1.6315069309351138,1.6315155552608676,0
Baseline,508.namd,508.namd,508.namd,508.namd,508.namd,508.namd,508.namd,508.namd,2.782813433286055,2.782802281897871,2.7828487466049245,2.782789581814626,2.7827908208420347,2.7828481270652907,2.782842860989541,2.782835116796703,0
Baseline,jp2_decode,jp2_decode,jp2_decode,jp2_decode,jp2_decode,jp2_decode,jp2_decode,jp2_decode,0.5728539892795647,0.5726079868232367,0.5711480104710164,0.5653150669331909,0.5655788315878855,0.5653075888337913,0.5654266866966432,0.5653494559540423,0
Baseline,483.xalancbmk,483.xalancbmk,483.xalancbmk,483.xalancbmk,483.xalancbmk,483.xalancbmk,483.xalancbmk,483.xalancbmk,0.5023110931547174,0.5056417381446884,0.5011752057399396,0.5015379661732703,0.5021260519164193,0.5022973372394385,0.5005405537656337,0.500553261519958,0
Baseline,jp2_encode,jp2_encode,jp2_encode,jp2_encode,jp2_encode,jp2_encode,jp2_encode,jp2_encode,2.8354254425446968,2.8357049278880235,2.834978187677824,2.8340654669122856,2.833124758688599,2.8313853402192626,2.8235806481269607,2.8065577804573545,0
Baseline,541.leela,541.leela,541.leela,541.leela,541.leela,541.leela,541.leela,541.leela,3.4772966605572884,3.4772308835407224,3.4772129887535805,3.477252164067884,3.4772768304593873,3.477275379485494,3.47726619001229,3.477296176893673,0
Baseline,401.bzip2,401.bzip2,401.bzip2,401.bzip2,401.bzip2,401.bzip2,401.bzip2,401.bzip2,2.439132663937765,2.438997025887027,2.439169788560079,2.43920834224864,2.43916122123924,2.438991553089334,2.4389941705112532,2.4391804977957614,0
Baseline,ycsb_bserver,ycsb_bserver,ycsb_bserver,ycsb_bserver,ycsb_bserver,ycsb_bserver,ycsb_bserver,ycsb_bserver,1.5994362818813235,1.599454803437881,1.5994566453840833,1.5994393517229193,1.5994654458522726,1.599452040526532,1.5994907221540662,1.5994382261129658,0
Baseline,531.deepsjeng,531.deepsjeng,531.deepsjeng,531.deepsjeng,531.deepsjeng,531.deepsjeng,531.deepsjeng,531.deepsjeng,3.2471471214820085,3.247121816164588,3.2471062114154488,3.2471542913936515,3.2470534937776065,3.24712055090907,3.2471391080888186,3.2471348905293413,0
Baseline,450.soplex,450.soplex,450.soplex,450.soplex,450.soplex,450.soplex,450.soplex,450.soplex,0.28814188604377977,0.2922166095593591,0.29403709127359423,0.28096169186229975,0.3005229616432086,0.28067457326939566,0.2802822365885679,0.28071625628626157,0
Baseline,grep_map0,grep_map0,grep_map0,grep_map0,grep_map0,grep_map0,grep_map0,grep_map0,0.0796316725536451,0.079713724166173,0.07960809381221572,0.07883825909204903,0.07696987910935296,0.07248845663371413,0.05872956156051906,0.05233783620232289,0
Baseline,511.povray,511.povray,511.povray,511.povray,511.povray,511.povray,511.povray,511.povray,3.0646554027913373,3.0650292544782225,3.064129910283502,3.065071341987542,3.065166043109721,3.0641588283441066,3.064995810763726,3.063557294893614,0
Baseline,456.hmmer,456.hmmer,456.hmmer,456.hmmer,456.hmmer,456.hmmer,456.hmmer,456.hmmer,2.926810650921518,2.926729788033351,2.9182036845473176,2.918207772191161,2.9268188745163872,2.9268397763613434,2.926831895302774,2.9182016407296905,0
Baseline,436.cactusADM,436.cactusADM,436.cactusADM,436.cactusADM,436.cactusADM,436.cactusADM,436.cactusADM,436.cactusADM,1.049682038714289,1.0497845632119376,1.0457547835542762,1.0488661274683648,1.0468031114505731,1.0488665235117696,1.0468037250971152,1.0497831525928678,0
Baseline,tpch6,tpch6,tpch6,tpch6,tpch6,tpch6,tpch6,tpch6,2.6594612995191693,2.659478840016178,2.6685373469273608,2.6594443250649435,2.6594963807445655,2.6594675235400107,2.6594901565886526,2.6594709184727487,0
Baseline,gups,gups,gups,gups,gups,gups,gups,gups,0.09930899963855894,0.09929442927549927,0.099255869219895,0.09928123365272437,0.09930619449161092,0.09929256154898652,0.09923352619766083,0.09925242438735925,0
Baseline,wc_8443,wc_8443,wc_8443,wc_8443,wc_8443,wc_8443,wc_8443,wc_8443,0.7163867743539266,0.813662182172974,0.7089466974738982,0.7175724832881674,0.6939059348886412,0.6975016523116642,0.6287662627564414,0.06519740234772195,0
Baseline,447.dealII,447.dealII,447.dealII,447.dealII,447.dealII,447.dealII,447.dealII,447.dealII,3.5793061128535175,3.579275365680247,3.5793158495685136,3.5793260987994224,3.579264604294402,3.5792958637370655,3.579336348089028,3.579285614679309,0
Baseline,458.sjeng,458.sjeng,458.sjeng,458.sjeng,458.sjeng,458.sjeng,458.sjeng,458.sjeng,3.3970552965867067,3.397028985625404,3.3970483726100067,3.3970857624195077,3.397077453501823,3.3970959178185427,3.397043295045032,3.3970714526421064,0
Baseline,ycsb_dserver,ycsb_dserver,ycsb_dserver,ycsb_dserver,ycsb_dserver,ycsb_dserver,ycsb_dserver,ycsb_dserver,1.8587891282546654,1.858825753004736,1.8587379942254214,1.858806403900341,1.8588375008717948,1.858752090352601,1.858812208589363,1.8588258912140736,0
Baseline,525.x264,525.x264,525.x264,525.x264,525.x264,525.x264,525.x264,525.x264,3.3158644750482527,3.315810380741243,3.31582797219214,3.3158270926151623,3.3158504015627472,3.315829291558482,3.315846443416473,3.315855239309915,0
Baseline,403.gcc,403.gcc,403.gcc,403.gcc,403.gcc,403.gcc,403.gcc,403.gcc,3.6838795200464935,3.6842285984265986,3.6839609476562196,3.684072237877892,3.6840391215482398,3.6838578066251677,3.6840602942149494,3.683685736813031,0
Baseline,h264_decode,h264_decode,h264_decode,h264_decode,h264_decode,h264_decode,h264_decode,h264_decode,0.03791269463768928,0.037933313338329826,0.03795825083132821,0.03774790525322891,0.0367133985838902,0.03475875246416093,0.023933231514920453,0.005154747090153773,0
Baseline,470.lbm,470.lbm,470.lbm,470.lbm,470.lbm,470.lbm,470.lbm,470.lbm,0.16949931549735428,0.16933616896005302,0.16933604164431149,0.1695560210855527,0.16924999592615259,0.16918138783850556,0.16926826459925748,0.16857917720252807,0
Baseline,434.zeusmp,434.zeusmp,434.zeusmp,434.zeusmp,434.zeusmp,434.zeusmp,434.zeusmp,434.zeusmp,0.17573745499056237,0.17636937877103306,0.17592128251625191,0.17627457091243948,0.17622437541622876,0.17589306962168524,0.17654479021832264,0.17631063259183005,0
Baseline,500.perlbench,500.perlbench,500.perlbench,500.perlbench,500.perlbench,500.perlbench,500.perlbench,500.perlbench,1.9531674203549108,1.9531860370636582,1.9531806961682892,1.9531748975149599,1.9531790176072057,1.9531851214795206,1.9531907675953777,1.9531945825570036,0
Baseline,549.fotonik3d,549.fotonik3d,549.fotonik3d,549.fotonik3d,549.fotonik3d,549.fotonik3d,549.fotonik3d,549.fotonik3d,0.23878185189920495,0.23885437188437164,0.23880996219638298,0.23874703113291845,0.23883256654386406,0.23874801381946084,0.23872941482808174,0.23874752361518606,0
Baseline,526.blender,526.blender,526.blender,526.blender,526.blender,526.blender,526.blender,526.blender,3.1068443781650976,3.1070092513064664,3.10706717342518,3.1069049969347273,3.106923144415007,3.186713089003367,3.213460956577916,3.1070586780459584,0
Baseline,507.cactuBSSN,507.cactuBSSN,507.cactuBSSN,507.cactuBSSN,507.cactuBSSN,507.cactuBSSN,507.cactuBSSN,507.cactuBSSN,1.5315133686108249,1.5322471213060433,1.5358858814673313,1.5331502343113503,1.5328725436713855,1.532114342306212,1.530280049206461,1.5340225021465577,0
Baseline,tpcc64,tpcc64,tpcc64,tpcc64,tpcc64,tpcc64,tpcc64,tpcc64,1.340873979514449,1.3386647889661893,1.3431456751085342,1.3436198720949124,1.3476071886757872,1.3392955198421987,1.3389297024416187,1.3392103597885054,0
Baseline,459.GemsFDTD,459.GemsFDTD,459.GemsFDTD,459.GemsFDTD,459.GemsFDTD,459.GemsFDTD,459.GemsFDTD,459.GemsFDTD,0.4936686891877928,0.4931735800758347,0.49439750722403747,0.49277316614367667,0.4956761475700855,0.4951500743428225,0.4931994989803298,0.4938972378046252,0
Baseline,471.omnetpp,471.omnetpp,471.omnetpp,471.omnetpp,471.omnetpp,471.omnetpp,471.omnetpp,471.omnetpp,0.6791935494869521,0.6790876137380076,0.6404460373618286,0.6356509352891584,0.6362230703952325,0.635768164341493,0.638162435262569,0.6351803046949759,0
Baseline,557.xz,557.xz,557.xz,557.xz,557.xz,557.xz,557.xz,557.xz,1.5532114074804153,1.554146559377506,1.5546502792431738,1.5499527450407091,1.5501791759098684,1.5504943286018449,1.5502153187069072,1.5501803293773557,0
Baseline,544.nab,544.nab,544.nab,544.nab,544.nab,544.nab,544.nab,544.nab,2.7813607885536102,2.78136171687006,2.7813762605753487,2.7813969933543525,2.78137780778699,2.7814192737002235,2.7813966839076176,2.7814065862372885,0
Baseline,433.milc,433.milc,433.milc,433.milc,433.milc,433.milc,433.milc,433.milc,0.27246857025997706,0.27236532792861745,0.2723961677563785,0.2724703134057084,0.2722918799914709,0.2723679006149141,0.2722450179025601,0.2721911926682058,0
Baseline,481.wrf,481.wrf,481.wrf,481.wrf,481.wrf,481.wrf,481.wrf,481.wrf,3.638692399499316,3.6387347682562603,3.638777137999895,3.6387453605996654,3.6387559530047393,3.6387241759745232,3.638644735827115,3.638766545471482,0
Baseline,ycsb_eserver,ycsb_eserver,ycsb_eserver,ycsb_eserver,ycsb_eserver,ycsb_eserver,ycsb_eserver,ycsb_eserver,1.6264334734061212,1.626455588296468,1.6264619371799245,1.6264554824821635,1.6264643709317246,1.6264622546253984,1.6264694500893777,1.6264738943783468,0
Baseline,482.sphinx3,482.sphinx3,482.sphinx3,482.sphinx3,482.sphinx3,482.sphinx3,482.sphinx3,482.sphinx3,0.5236685622072169,0.516850654473512,0.5198450537356554,0.5238156778954309,0.5176903596633066,0.5207012921639954,0.5224376086200032,0.5218202585110084,0
Hydra-Baseline,502.gcc,502.gcc,502.gcc,502.gcc,502.gcc,502.gcc,502.gcc,502.gcc,2.7042700098943833,2.703978103401637,2.70412346378746,2.7042741052233055,2.703990386773377,2.704309501083022,2.704264744489709,2.7040193408768984,0
Hydra-Baseline,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,462.libquantum,0.294526064620126,0.29455094536067006,0.2943951612551851,0.29447002721515547,0.294347431978781,0.2933586350853501,0.2936374151572862,0.2938136881568462,0
Hydra-Baseline,wc_map0,wc_map0,wc_map0,wc_map0,wc_map0,wc_map0,wc_map0,wc_map0,2.1947182087166484,2.17162528345139,2.209952174866974,2.171652447699877,2.139538657270041,2.166111463417107,2.1378685792324026,2.139028465249643,0
Hydra-Baseline,523.xalancbmk,523.xalancbmk,523.xalancbmk,523.xalancbmk,523.xalancbmk,523.xalancbmk,523.xalancbmk,523.xalancbmk,2.2238593780772655,2.2236884729860096,2.2235007845844867,2.2235553671957096,2.223361966974537,2.223267058928049,2.223343775637933,2.223267058928049,0
Hydra-Baseline,464.h264ref,464.h264ref,464.h264ref,464.h264ref,464.h264ref,464.h264ref,464.h264ref,464.h264ref,2.827424525012472,2.827356095208615,2.827467695050597,2.827500952867821,2.8274485082042378,2.8275546786868655,2.8275361302566724,2.827572907553635,0
Hydra-Baseline,ycsb_abgsave,ycsb_abgsave,ycsb_abgsave,ycsb_abgsave,ycsb_abgsave,ycsb_abgsave,ycsb_abgsave,ycsb_abgsave,2.0329262493388924,2.032941954058927,2.032895005933207,2.0265929527256663,2.0266798622441375,2.032919967518818,2.0329574937049473,2.032989730962271,0
Hydra-Baseline,505.mcf,505.mcf,505.mcf,505.mcf,505.mcf,505.mcf,505.mcf,505.mcf,0.8047562510809888,0.772227844898964,0.7565322703227794,0.7852645176091799,0.743633751453804,0.7565785412052042,0.7721777797874991,0.7494440848611725,0
Hydra-Baseline,bfs_ny,bfs_ny,bfs_ny,bfs_ny,bfs_ny,bfs_ny,bfs_ny,bfs_ny,0.035833589760890565,0.03588830028950144,0.0359346317942645,0.03541174135379699,0.03426123084209102,0.030567997634046766,0.00919128991881487,0.002834256404143463,0
Hydra-Baseline,444.namd,444.namd,444.namd,444.namd,444.namd,444.namd,444.namd,444.namd,3.6559579757867366,3.6559045124536924,3.6558617429130753,3.655813628376016,3.6559152049952086,3.6559258975992703,3.6558243203859146,3.6567440672618576,0
Hydra-Baseline,tpch17,tpch17,tpch17,tpch17,tpch17,tpch17,tpch17,tpch17,0.651268864523676,0.6405983290889423,0.6402650061982774,0.6406062246323138,0.6506195941481816,0.6401965208699328,0.642282258029087,0.6410138726683889,0
Hydra-Baseline,437.leslie3d,437.leslie3d,437.leslie3d,437.leslie3d,437.leslie3d,437.leslie3d,437.leslie3d,437.leslie3d,0.21305606909643535,0.2131940256484693,0.21313799662218902,0.21307667582930465,0.21313812927146394,0.2130539883067449,0.21314092039586477,0.21305691522323875,0
Hydra-Baseline,tpch2,tpch2,tpch2,tpch2,tpch2,tpch2,tpch2,tpch2,0.6497093057629969,0.6611677433607056,0.6500557149752191,0.649868451028669,0.6510590791061001,0.6503005949470083,0.6500521315807443,0.6497089511805576,0
Hydra-Baseline,429.mcf,429.mcf,429.mcf,429.mcf,429.mcf,429.mcf,429.mcf,429.mcf,0.09590947692206601,0.09576115837171127,0.09568581994287151,0.09549957270435186,0.09526320407833817,0.09477865777065592,0.09363647700800504,0.09117375206583311,0
Hydra-Baseline,473.astar,473.astar,473.astar,473.astar,473.astar,473.astar,473.astar,473.astar,0.6947366197895448,0.7003519913080155,0.6944581214113356,0.7004388193167914,0.6990793795687285,0.6970073987335376,0.6973762335016475,0.6986998174576857,0
Hydra-Baseline,ycsb_aserver,ycsb_aserver,ycsb_aserver,ycsb_aserver,ycsb_aserver,ycsb_aserver,ycsb_aserver,ycsb_aserver,1.491771834094684,1.4916743686786569,1.4918943292440112,1.4918145626760528,1.4918973562683708,1.4917756617636178,1.477016297102419,1.4917702318204973,0
Hydra-Baseline,445.gobmk,445.gobmk,445.gobmk,445.gobmk,445.gobmk,445.gobmk,445.gobmk,445.gobmk,3.3628854741103553,3.362831191792755,3.3628759745782717,3.362894521333665,3.362818526170799,3.3628592374380393,3.362838429333851,3.3628691892310707,0
Hydra-Baseline,510.parest,510.parest,510.parest,510.parest,510.parest,510.parest,510.parest,510.parest,0.4529721587004265,0.45130551583615713,0.4524050440267017,0.4501937832128213,0.4518859087856725,0.45286093537339334,0.45006209956849846,0.44937270895188364,0
Hydra-Baseline,538.imagick,538.imagick,538.imagick,538.imagick,538.imagick,538.imagick,538.imagick,538.imagick,3.924515553875514,3.9245032324563325,3.9244909111145194,3.924478589850074,3.9244662686629956,3.9244539475532836,3.9244416265209368,3.924429305565955,0
Hydra-Baseline,520.omnetpp,520.omnetpp,520.omnetpp,520.omnetpp,520.omnetpp,520.omnetpp,520.omnetpp,520.omnetpp,0.4890136817030289,0.48890262422785896,0.48883971117942004,0.488849786120397,0.48876289146339635,0.4887274142200793,0.4887345417418691,0.48871411516423013,0
Hydra-Baseline,519.lbm,519.lbm,519.lbm,519.lbm,519.lbm,519.lbm,519.lbm,519.lbm,0.16648879558708793,0.1665272345233818,0.16643232994610255,0.1664387797989578,0.16650051025746374,0.16649540283549397,0.16645642110971037,0.16646604179309762,0
Hydra-Baseline,h264_encode,h264_encode,h264_encode,h264_encode,h264_encode,h264_encode,h264_encode,h264_encode,2.4267368155388813,2.4269462482857267,2.425536278794633,2.425692311991381,2.4263060490042,2.4226886145457835,2.4218688166661773,2.419774552508672,0
Hydra-Baseline,bfs_cm2003,bfs_cm2003,bfs_cm2003,bfs_cm2003,bfs_cm2003,bfs_cm2003,bfs_cm2003,bfs_cm2003,0.03583668257593186,0.0358928379181404,0.03593726489167484,0.03540227609871194,0.03425033710860049,0.030548831272405513,0.009236939140047778,0.0028293050726441228,0
Hydra-Baseline,435.gromacs,435.gromacs,435.gromacs,435.gromacs,435.gromacs,435.gromacs,435.gromacs,435.gromacs,3.2754564545096745,3.275405387098545,3.275413969745394,3.2754397179558166,3.2754311351740295,3.2754225524372225,3.275465037424153,3.275448300782583,0
Hydra-Baseline,ycsb_cserver,ycsb_cserver,ycsb_cserver,ycsb_cserver,ycsb_cserver,ycsb_cserver,ycsb_cserver,ycsb_cserver,1.6314960708027528,1.6315114027963453,1.6315009684916049,1.6315303552422409,1.6314987325865247,1.6314974549292303,1.6315069309351138,1.6315155552608676,0
Hydra-Baseline,508.namd,508.namd,508.namd,508.namd,508.namd,508.namd,508.namd,508.namd,2.782813433286055,2.782802281897871,2.7828487466049245,2.782789581814626,2.7827908208420347,2.7828481270652907,2.782842860989541,2.782835116796703,0
Hydra-Baseline,jp2_decode,jp2_decode,jp2_decode,jp2_decode,jp2_decode,jp2_decode,jp2_decode,jp2_decode,0.5728539892795647,0.5726079868232367,0.5711480104710164,0.5653150669331909,0.5655788315878855,0.5653075888337913,0.5654266866966432,0.5653494559540423,0
Hydra-Baseline,483.xalancbmk,483.xalancbmk,483.xalancbmk,483.xalancbmk,483.xalancbmk,483.xalancbmk,483.xalancbmk,483.xalancbmk,0.5023110931547174,0.5056417381446884,0.5011752057399396,0.5015379661732703,0.5021260519164193,0.5022973372394385,0.5005405537656337,0.500553261519958,0
Hydra-Baseline,jp2_encode,jp2_encode,jp2_encode,jp2_encode,jp2_encode,jp2_encode,jp2_encode,jp2_encode,2.8354254425446968,2.8357049278880235,2.834978187677824,2.8340654669122856,2.833124758688599,2.8313853402192626,2.8235806481269607,2.8065577804573545,0
Hydra-Baseline,541.leela,541.leela,541.leela,541.leela,541.leela,541.leela,541.leela,541.leela,3.4772966605572884,3.4772308835407224,3.4772129887535805,3.477252164067884,3.4772768304593873,3.477275379485494,3.47726619001229,3.477296176893673,0
Hydra-Baseline,401.bzip2,401.bzip2,401.bzip2,401.bzip2,401.bzip2,401.bzip2,401.bzip2,401.bzip2,2.439132663937765,2.438997025887027,2.439169788560079,2.43920834224864,2.43916122123924,2.438991553089334,2.4389941705112532,2.4391804977957614,0
Hydra-Baseline,ycsb_bserver,ycsb_bserver,ycsb_bserver,ycsb_bserver,ycsb_bserver,ycsb_bserver,ycsb_bserver,ycsb_bserver,1.5994362818813235,1.599454803437881,1.5994566453840833,1.5994393517229193,1.5994654458522726,1.599452040526532,1.5994907221540662,1.5994382261129658,0
Hydra-Baseline,531.deepsjeng,531.deepsjeng,531.deepsjeng,531.deepsjeng,531.deepsjeng,531.deepsjeng,531.deepsjeng,531.deepsjeng,3.2471471214820085,3.247121816164588,3.2471062114154488,3.2471542913936515,3.2470534937776065,3.24712055090907,3.2471391080888186,3.2471348905293413,0
Hydra-Baseline,450.soplex,450.soplex,450.soplex,450.soplex,450.soplex,450.soplex,450.soplex,450.soplex,0.28814188604377977,0.2922166095593591,0.29403709127359423,0.28096169186229975,0.3005229616432086,0.28067457326939566,0.2802822365885679,0.28071625628626157,0
Hydra-Baseline,grep_map0,grep_map0,grep_map0,grep_map0,grep_map0,grep_map0,grep_map0,grep_map0,0.0796316725536451,0.079713724166173,0.07960809381221572,0.07883825909204903,0.07696987910935296,0.07248845663371413,0.05872956156051906,0.05233783620232289,0
Hydra-Baseline,511.povray,511.povray,511.povray,511.povray,511.povray,511.povray,511.povray,511.povray,3.0646554027913373,3.0650292544782225,3.064129910283502,3.065071341987542,3.065166043109721,3.0641588283441066,3.064995810763726,3.063557294893614,0
Hydra-Baseline,456.hmmer,456.hmmer,456.hmmer,456.hmmer,456.hmmer,456.hmmer,456.hmmer,456.hmmer,2.926810650921518,2.926729788033351,2.9182036845473176,2.918207772191161,2.9268188745163872,2.9268397763613434,2.926831895302774,2.9182016407296905,0
Hydra-Baseline,436.cactusADM,436.cactusADM,436.cactusADM,436.cactusADM,436.cactusADM,436.cactusADM,436.cactusADM,436.cactusADM,1.049682038714289,1.0497845632119376,1.0457547835542762,1.0488661274683648,1.0468031114505731,1.0488665235117696,1.0468037250971152,1.0497831525928678,0
Hydra-Baseline,tpch6,tpch6,tpch6,tpch6,tpch6,tpch6,tpch6,tpch6,2.6594612995191693,2.659478840016178,2.6685373469273608,2.6594443250649435,2.6594963807445655,2.6594675235400107,2.6594901565886526,2.6594709184727487,0
